memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, power.draw [W], power.limit [W], name, pci.bus_id, compute_mode, fan.speed [%], pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], uuid
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.96 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 53, 25.27 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 27.50 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 48, 25.64 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.87 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.17 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 27.42 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 48, 25.64 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.87 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.17 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 27.41 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 48, 25.64 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.97 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 27.21 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 48, 25.64 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.87 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 27.22 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 48, 25.44 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 43, 24.77 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.17 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.22 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.34 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.77 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 52, 25.17 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.22 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.35 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.77 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.23 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.35 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.11 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.34 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.13 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.25 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.03 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.35 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 24.98 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 27.03 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.25 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 25.07 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 27.03 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 47, 25.25 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 42, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 51, 24.98 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 27.02 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.25 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.98 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.93 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.15 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.78 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 27.02 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.15 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.76 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.82 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.14 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.77 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.73 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.15 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.58 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.76 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.82 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.14 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.66 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.78 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.83 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 46, 25.15 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 50, 24.77 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 26.73 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 25.05 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 41, 24.58 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 49, 24.68 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 44, 26.74 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 24.96 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 40, 24.48 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:D8:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-21173b58-066d-c51a-a2ed-05419cf53ba6
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 49, 24.66 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:06:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-cb839775-2dd6-9b60-18ee-a0443d2c518d
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 44, 26.70 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:2F:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-29d21b6f-8b4a-f755-7811-63deef2c09b8
32768 MiB, 0 MiB, 32510 MiB, 0 %, 0 %, 45, 24.94 W, 250.00 W, Tesla V100-PCIE-32GB, 00000000:86:00.0, Default, [N/A], P0, 135 MHz, 877 MHz, GPU-6bc2ac86-f52c-1a40-3ee2-40e1120860f3
